canonical_question_id,chapter,subtopic,question_pattern,micro_concept,difficulty_estimate,final_confidence
cq_001302_df64851786,Business Finance,fixed capital,definition-based,fixed capital,easy,0.28
cq_001303_c20a887edd,Business Finance,financial planning,definition-based,types of plans,easy,0.86
cq_001304_a48644323b,Business Finance,financing decision,definition-based,financial risk,easy,0.49
cq_001305_1dd9b74527,Business Finance,working capital,chronology/process order,working capital,easy,0.64
cq_001306_e5e204c60c,Entrepreneurship Development,entrepreneurship in India,definition-based,india,easy,0.43
cq_001307_adbe9fb923,Consumer Protection,consumer rights,definition-based,types of plans,easy,0.34
cq_001308_1cc9d73597,Marketing,marketing meaning,definition-based,market,easy,0.50
cq_001309_94f3eb38de,Business Finance,investment decision,statement true/false,equity,easy,0.38
cq_001310_64f289ba99,Business Finance,financial management,statement true/false,price mix,easy,0.49
cq_001311_9426031de5,Consumer Protection,consumer rights,case-study diagnosis,consumer rights,medium,0.92
cq_001312_a9ebb1dcd2,Consumer Protection,consumer rights,definition-based,consumer rights,easy,0.92
cq_001313_3ef90a2ea1,Consumer Protection,importance,definition-based,caveat,easy,0.75
cq_001314_57a0f5edf5,Consumer Protection,importance,definition-based,consumer,easy,0.62
cq_001315_e365bd5d04,Consumer Protection,importance,definition-based,consumer redressal,easy,0.82
cq_001316_ed2dc06ac9,Entrepreneurship Development,process,concept-to-example,process,easy,0.44
cq_001317_5a236b4e0c,Directing,Maslow hierarchy,statement true/false,maslow hierarchy,easy,0.62
cq_001318_bd08b97cdb,Staffing,recruitment,definition-based,recruitment,easy,0.49
cq_001319_132a249dcd,Staffing,recruitment,definition-based,recruitment,easy,0.57
cq_001320_1c3f2430ff,Nature and Significance of Management,functions of management,definition-based,management,easy,0.62
cq_001321_954b38e9d9,Nature and Significance of Management,functions of management,definition-based,delegation,easy,0.28
cq_001322_aa82f045cf,Controlling,control process,definition-based,types of plans,easy,0.53
cq_001323_b4a986c023,Controlling,control process,definition-based,types of plans,easy,0.56
cq_001324_e6f29ea349,Controlling,control process,definition-based,performance,easy,0.89
cq_001325_e13665c859,Nature and Significance of Management,features of management,statement true/false,management,easy,0.76
cq_001326_f5e7782ae2,Nature and Significance of Management,meaning and objectives,definition-based,types of plans,easy,0.92
cq_001327_c4c045ecca,Principles of Management,nature of principles,statement true/false,management,easy,0.81
cq_001328_542e4b4608,Nature and Significance of Management,levels of management,definition-based,level,easy,0.82
cq_001329_2637c33119,Business Environment,liberalisation privatisation globalisation,match-the-following,types of plans,medium,0.87
cq_001330_587b4e0ef4,Business Environment,dimensions,definition-based,environment,easy,0.83
cq_001331_06d86cbb17,Planning,planning process,chronology/process order,planning,easy,0.88
cq_001332_7505209bdd,Planning,planning process,definition-based,types of plans,easy,0.89
cq_001333_1a7236fb8c,Planning,limitations,definition-based,entrepreneur characteristics,easy,0.75
cq_001334_946c966090,Organising,organisation structure,statement true/false,structure,medium,0.82
cq_001335_345dadccc8,Organising,organisation structure,definition-based,structure,easy,0.52
cq_001336_8f4a31390a,Staffing,meaning and importance,definition-based,number,easy,0.38
cq_001337_6e52474b90,Staffing,recruitment,definition-based,recruitment,easy,0.63
cq_001338_c04026168f,Directing,motivation,match-the-following,payments,medium,0.54
cq_001339_28bbdd483c,Staffing,selection,definition-based,selection,easy,0.72
cq_001340_193ddc8449,Directing,meaning and importance,match-the-following,types of plans,medium,0.66
cq_001341_7d5c72ccb8,Marketing,marketing meaning,definition-based,maslow hierarchy,easy,0.34
cq_001342_9264bcc0f2,Staffing,selection,definition-based,types of plans,easy,0.23
cq_001343_8532381858,Controlling,control process,chronology/process order,controlling,easy,0.63
cq_001344_630305cc75,Controlling,control process,definition-based,manager,easy,0.63
cq_001345_cbbe403d8a,Controlling,relationship with planning,definition-based,looking,easy,0.86
cq_001346_8a16ddc637,Controlling,relationship with planning,statement true/false,controlling,easy,0.63
cq_001347_6ddc094de6,Business Finance,financing decision,definition-based,financial risk,easy,0.74
cq_001348_63a69e0f04,Business Finance,investment decision,definition-based,assets,easy,0.48
cq_001349_11691b631e,Business Finance,working capital,definition-based,working capital,easy,0.78
cq_001350_afc69b7a93,Business Finance,financing decision,definition-based,equity,easy,0.47
cq_001351_4b287c3719,Business Finance,fixed capital,definition-based,fixed capital,easy,0.86
cq_001352_2a187b8e1c,Business Finance,financing decision,statement true/false,types of plans,easy,0.89
cq_001353_734625264c,Marketing,marketing meaning,chronology/process order,training,easy,0.29
cq_001354_ccf12a0ea8,Business Finance,working capital,match-the-following,working capital,medium,0.81
cq_001355_16cf07fda1,Marketing,marketing meaning,statement true/false,market,medium,0.28
cq_001356_4b01221260,Marketing,marketing meaning,definition-based,equity,easy,0.29
cq_001357_0b02e82ad9,Business Finance,investment decision,definition-based,financial risk,easy,0.33
cq_001358_ad97d08a00,Marketing,marketing meaning,definition-based,marketing,easy,0.75
cq_001359_74226c35f2,Marketing,marketing mix,definition-based,price mix,easy,0.91
cq_001360_4fdbcbe620,Marketing,marketing mix,definition-based,marketing mix,easy,0.91
cq_001361_4c33ffbc47,Marketing,product,definition-based,marketing,easy,0.36
cq_001362_f45dca6c08,Consumer Protection,importance,definition-based,consumer redressal,easy,0.82
cq_001363_4a9399e700,Consumer Protection,consumer rights,statement true/false,consumer rights,easy,0.92
cq_001364_b181d895ed,Marketing,product,definition-based,order,easy,0.57
cq_001365_c3e8a07efa,Consumer Protection,legal redressal,definition-based,consumer redressal,easy,0.87
cq_001366_054b0905b1,Entrepreneurship Development,process,chronology/process order,development,easy,0.49
cq_001367_c406d48582,Business Environment,dimensions,case-study diagnosis,environment,medium,0.81
cq_001368_e865feadc6,Nature and Significance of Management,meaning and objectives,definition-based,types of plans,easy,0.22
cq_001369_fe9ca975ad,Principles of Management,Fayol principles,principle-identification,scalar chain,easy,0.91
cq_001370_afd7ebd347,Organising,delegation,principle-identification,delegation,easy,0.38
cq_001371_4fde61202e,Principles of Management,Fayol principles,principle-identification,scalar chain,easy,0.89
cq_001372_9c12ed7e73,Organising,meaning and process,chronology/process order,division of work,easy,0.76
cq_001373_e83e10f6c0,Staffing,training and development,definition-based,recruitment,easy,0.63
cq_001374_b726ce0e44,Directing,motivation,definition-based,incentives,easy,0.66
cq_001375_a5d9eb6f68,Principles of Management,Fayol principles,principle-identification,delegation,easy,0.69
cq_001376_776d72b2dd,Directing,leadership,definition-based,leadership style,easy,0.72
cq_001377_810b5bd04a,Marketing,product,definition-based,product,easy,0.79
cq_001378_ad35f96d4d,Business Finance,financial management,definition-based,equity,easy,0.63
cq_001379_151dbfb0f3,Business Finance,financial management,definition-based,types of plans,easy,0.81
cq_001380_ea691df561,Entrepreneurship Development,need and characteristics,definition-based,maslow hierarchy,medium,0.43
cq_001381_d2cd4e903d,Staffing,recruitment,statement true/false,types of plans,medium,0.58
cq_001382_b03d7b26ac,Staffing,recruitment,match-the-following,recruitment,medium,0.84
cq_001383_51355977ff,Organising,organisation structure,statement true/false,training,easy,0.67
cq_001384_c5560bdb74,Principles of Management,Taylor scientific management,principle-identification,unity of direction,easy,0.79
cq_001385_8d374f1453,Planning,planning process,chronology/process order,planning,easy,0.51
cq_001386_2a188a3762,Business Finance,financial management,definition-based,types of plans,easy,0.42
cq_001387_4d3052b740,Staffing,staffing process,chronology/process order,training,easy,0.49
cq_001388_a05b1c28ad,Nature and Significance of Management,importance of management,statement true/false,types of plans,easy,0.63
cq_001389_98db2a0b62,Business Environment,meaning and features,feature-identification,environment,easy,0.90
cq_001390_e82ff11b30,Planning,planning process,chronology/process order,types of plans,easy,0.33
cq_001391_20659e2380,Organising,decentralisation,definition-based,centralisation/decentralisation,easy,0.80
cq_001392_43574539f2,Organising,organisation structure,statement true/false,division of work,easy,0.48
cq_001393_5b1b761521,Staffing,selection,chronology/process order,selection,easy,0.85
cq_001394_d65e05b622,Marketing,product,definition-based,product mix,easy,0.84
cq_001395_0066b0dbdf,Marketing,product,definition-based,product mix,easy,0.52
cq_001396_041084f37c,Marketing,product,match-the-following,product mix,medium,0.40
cq_001397_4b70215bf2,Nature and Significance of Management,levels of management,definition-based,place/channel,easy,0.46
cq_001398_581ebe5907,Directing,communication,definition-based,communication,easy,0.90
cq_001399_7a21118a78,Entrepreneurship Development,need and characteristics,definition-based,maslow hierarchy,easy,0.35
cq_001400_a22a008f21,Directing,communication,definition-based,communication,easy,0.88
cq_001401_fb0f421035,Controlling,relationship with planning,definition-based,planning,easy,0.63
cq_001402_80d21a3473,Controlling,control process,definition-based,controlling,easy,0.63
cq_001403_a0dcbcbf7c,Business Finance,financing decision,match-the-following,financial risk,medium,0.79
cq_001404_0458abcc4d,Business Finance,financial management,definition-based,financial risk,easy,0.80
cq_001405_1322a7bd37,Business Finance,fixed capital,definition-based,equity,easy,0.45
cq_001406_1ec511dd74,Business Finance,financial planning,definition-based,financial risk,easy,0.63
cq_001407_f4be8ad2c3,Consumer Protection,legal redressal,definition-based,consumer redressal,easy,0.88
cq_001408_0d6c77583b,Consumer Protection,legal redressal,definition-based,consumer redressal,easy,0.91
cq_001409_1745c8384b,Business Finance,financial management,definition-based,money,easy,0.26
cq_001410_c31f076fa6,Business Finance,financing decision,definition-based,equity,easy,0.55
cq_001411_d4c3ddc8c4,Consumer Protection,consumer rights,match-the-following,types of plans,medium,0.60
cq_001412_27940e9ada,Staffing,selection,example-to-concept,selection,easy,0.25
cq_001413_c6711dabd4,Entrepreneurship Development,need and characteristics,feature-identification,entrepreneurship,easy,0.44
cq_001414_f866c9d9f4,Organising,formal and informal organisation,definition-based,formal/informal organisation,easy,0.84
cq_001415_36b6eefe81,Business Environment,dimensions,definition-based,types of plans,easy,0.91
cq_001416_739d1e4d76,Business Environment,dimensions,definition-based,price mix,easy,0.25
cq_001417_d9b1a081a0,Principles of Management,Fayol principles,principle-identification,scalar chain,easy,0.79
cq_001418_efd44b720c,Principles of Management,techniques of scientific management,definition-based,scientific management,easy,0.91
cq_001419_ebf5c14230,Principles of Management,Fayol principles,principle-identification,delegation,hard,0.89
cq_001420_da2593052c,Principles of Management,Fayol principles,principle-identification,delegation,easy,0.88
cq_001421_e6f53e299f,Staffing,training and development,case-study diagnosis,scientific management,hard,0.72
cq_001422_7a946bca9d,Staffing,recruitment,definition-based,recruitment,easy,0.84
cq_001423_5148a9df61,Staffing,staffing process,definition-based,recruitment,easy,0.84
cq_001424_68aac5fe71,Staffing,recruitment,definition-based,recruitment,easy,0.50
cq_001425_48c6b370f9,Staffing,recruitment,case-study diagnosis,recruitment,medium,0.33
cq_001426_476aa61d03,Staffing,selection,definition-based,recruitment,easy,0.45
cq_001427_a1124b973c,Planning,planning process,chronology/process order,types of plans,easy,0.87
cq_001428_c66ef565f9,Consumer Protection,importance,definition-based,recruitment,easy,0.54
cq_001429_950852735e,Marketing,pricing,definition-based,equity,easy,0.42
cq_001430_def055cd9d,Business Finance,dividend decision,definition-based,equity,easy,0.51
cq_001431_214f4be559,Consumer Protection,legal redressal,definition-based,consumer redressal,easy,0.90
cq_001432_e835794303,Business Finance,financing decision,match-the-following,financial risk,medium,0.75
cq_001433_9f1e72d5ef,Consumer Protection,consumer rights,match-the-following,market,medium,0.38
cq_001434_1f794f25b2,Controlling,control process,match-the-following,performance,medium,0.91
cq_001435_3e4a4bce20,Planning,planning process,match-the-following,planning,hard,0.50
cq_001436_f4b83420de,Entrepreneurship Development,need and characteristics,definition-based,entrepreneurship,easy,0.63
cq_001437_8a6452913e,Nature and Significance of Management,levels of management,feature-identification,entrepreneur characteristics,easy,0.37
cq_001438_1e5763a33b,Nature and Significance of Management,functions of management,definition-based,management,easy,0.90
cq_001439_947677c3ca,Business Environment,dimensions,definition-based,political,easy,0.70
cq_001440_a4bd620c79,Controlling,control process,definition-based,areas,easy,0.75
cq_001441_e9f1dca909,Business Environment,dimensions,definition-based,environment,easy,0.83
cq_001442_b7f01e4ad1,Organising,delegation,definition-based,delegation,easy,0.90
cq_001443_5aa2d370df,Organising,organisation structure,definition-based,division of work,easy,0.88
cq_001444_d0c4a265cd,Consumer Protection,consumer rights,definition-based,consumer rights,easy,0.91
cq_001445_d5c531c7de,Staffing,selection,definition-based,selection,easy,0.37
cq_001446_7575f9689c,Business Finance,working capital,case-study diagnosis,types of plans,easy,0.83
cq_001447_bc14b0cb60,Marketing,promotion,definition-based,promotion mix,easy,0.90
cq_001448_797dcdf809,Directing,communication,definition-based,communication,easy,0.80
cq_001449_e520848980,Marketing,product,definition-based,product mix,easy,0.87
cq_001450_98c714c14b,Directing,Maslow hierarchy,chronology/process order,maslow hierarchy,easy,0.77
cq_001451_74bd7ab7fb,Business Finance,investment decision,definition-based,investment,easy,0.50
cq_001452_31708d2c38,Business Finance,investment decision,definition-based,financial risk,easy,0.39
cq_001453_ee8bf131c1,Directing,leadership,definition-based,leadership style,easy,0.90
cq_001454_ee6a7436a1,Business Finance,investment decision,definition-based,commercial,easy,0.49
cq_001455_dba706d58d,Directing,meaning and importance,statement true/false,directing,medium,0.71
cq_001456_5693ad4d4d,Business Finance,financing decision,definition-based,financial risk,easy,0.60
cq_001457_15b0cf1faa,Controlling,meaning and importance,definition-based,discipline,medium,0.57
cq_001458_22b5448c2c,Controlling,control process,definition-based,types of plans,easy,0.87
cq_001459_4ad87b22dc,Consumer Protection,consumer rights,definition-based,consumer,easy,0.24
cq_001460_6f4cce78c8,Controlling,meaning and importance,definition-based,could,easy,0.53
cq_001461_42548b88a7,Entrepreneurship Development,need and characteristics,chronology/process order,entrepreneurship,easy,0.60
cq_001462_f004d85f9e,Business Finance,financing decision,case-study diagnosis,financial risk,easy,0.80
cq_001463_067d86ccbf,Staffing,recruitment,chronology/process order,recruitment,easy,0.63
cq_001464_fde9b049d4,Business Environment,dimensions,definition-based,environment,easy,0.78
cq_001465_e490091d6d,Marketing,product,definition-based,marketing,easy,0.51
cq_001466_342208df88,Marketing,product,definition-based,product mix,easy,0.83
cq_001467_f7920be97f,Staffing,training and development,definition-based,training,easy,0.90
cq_001468_10c6d4a466,Staffing,selection,chronology/process order,selection,easy,0.90
cq_001469_78c5660e15,Staffing,recruitment,match-the-following,recruitment,medium,0.79
cq_001470_09be0da861,Staffing,recruitment,statement true/false,recruitment,easy,0.63
cq_001471_ab5aaeacf5,Business Environment,meaning and features,definition-based,analysis,easy,0.35
cq_001472_8ad382fd4f,Principles of Management,Fayol principles,principle-identification,unity of command,easy,0.87
cq_001473_d08f66e23f,Principles of Management,Fayol principles,principle-identification,unity of direction,medium,0.89
cq_001474_ca3f40b363,Staffing,meaning and importance,principle-identification,equity,medium,0.27
cq_001475_9397af89d5,Principles of Management,Fayol principles,principle-identification,discipline,easy,0.52
cq_001476_d44b00c1aa,Marketing,product,definition-based,marketing,easy,0.53
cq_001477_110f8beff7,Nature and Significance of Management,features of management,feature-identification,management,easy,0.83
cq_001478_d7fad58da0,Nature and Significance of Management,functions of management,definition-based,management,easy,0.88
cq_001479_d46fa30550,Controlling,relationship with planning,definition-based,communication barriers,easy,0.35
cq_001480_f52080f9be,Principles of Management,Fayol principles,principle-identification,unity of direction,easy,0.81
cq_001481_0117237c76,Principles of Management,Fayol principles,statement true/false,financial risk,easy,0.38
cq_001482_319b72cc00,Principles of Management,Taylor scientific management,match-the-following,scientific management,hard,0.73
cq_001483_8b0db4ba8b,Business Environment,dimensions,definition-based,place/channel,easy,0.91
cq_001484_df174be25a,Business Environment,importance of environment,definition-based,types of plans,easy,0.87
cq_001485_816012eb02,Business Environment,dimensions,case-study diagnosis,environment,medium,0.63
cq_001486_6d0cd4c86d,Planning,planning process,chronology/process order,types of plans,easy,0.89
cq_001487_71ff53dde3,Planning,limitations,definition-based,types of plans,easy,0.76
cq_001488_2a110d4b6e,Planning,importance,feature-identification,planning,easy,0.67
cq_001489_c8c97f482e,Nature and Significance of Management,levels of management,definition-based,management,easy,0.86
cq_001490_6b81318ec5,Organising,delegation,statement true/false,delegation,medium,0.90
cq_001491_c06842b234,Staffing,staffing process,chronology/process order,recruitment,easy,0.91
cq_001492_d751be9a8b,Staffing,staffing process,statement true/false,types of plans,easy,0.90
cq_001493_db250004dd,Entrepreneurship Development,need and characteristics,case-study diagnosis,delegation,easy,0.25
cq_001494_edf2519c64,Directing,motivation,match-the-following,leadership style,medium,0.80
cq_001495_1ca1c7ea73,Directing,communication,chronology/process order,communication,easy,0.88
cq_001496_bb8cea2bd1,Nature and Significance of Management,functions of management,definition-based,management,easy,0.85
cq_001497_cf13f6d63e,Marketing,marketing management philosophies,example-to-concept,types of plans,easy,0.41
cq_001498_74213bdebd,Controlling,control process,chronology/process order,performance,easy,0.63
cq_001499_90d9f7e7b6,Controlling,control process,match-the-following,types of plans,medium,0.27
cq_001500_67f084d1c3,Controlling,control process,concept-to-example,discipline,medium,0.45
cq_001501_65bfd632e2,Business Finance,financial planning,concept-to-example,price mix,easy,0.49
cq_001502_78f2dcebdf,Entrepreneurship Development,entrepreneurship in India,definition-based,entrepreneurship,easy,0.46
cq_001503_d763648226,Marketing,marketing meaning,definition-based,financial risk,easy,0.48
cq_001504_92cbc2bbea,Consumer Protection,consumer rights,definition-based,types of plans,easy,0.61
cq_001505_a70c0d94ea,Business Finance,financial management,statement true/false,price mix,easy,0.55
cq_001506_fd34579b77,Business Finance,dividend decision,definition-based,types of plans,easy,0.78
cq_001507_4b9e16bbf4,Nature and Significance of Management,levels of management,definition-based,place/channel,easy,0.44
cq_001508_98c2794caf,Principles of Management,techniques of scientific management,principle-identification,scientific management,easy,0.91
cq_001509_922a999fb0,Entrepreneurship Development,need and characteristics,chronology/process order,price mix,easy,0.32
cq_001510_9a351e1d11,Consumer Protection,consumer rights,definition-based,consumer rights,easy,0.92
cq_001511_2719b1f782,Consumer Protection,consumer rights,case-study diagnosis,consumer rights,medium,0.91
cq_001512_864c57ed60,Consumer Protection,consumer rights,definition-based,consumer rights,easy,0.92
cq_001513_052e73594b,Marketing,product,match-the-following,https,hard,0.37
cq_001514_8d11b2759c,Consumer Protection,importance,case-study diagnosis,consumer redressal,medium,0.82
cq_001515_4a469216d6,Entrepreneurship Development,need and characteristics,feature-identification,delegation,easy,0.37
cq_001516_08fac87159,Organising,meaning and process,definition-based,division of work,easy,0.89
cq_001517_16a755814a,Staffing,staffing process,definition-based,recruitment,easy,0.91
cq_001518_d215ba31ed,Staffing,training and development,definition-based,training,easy,0.62
cq_001519_9819858df8,Staffing,recruitment,definition-based,recruitment,easy,0.63
cq_001520_785ae6a9bb,Nature and Significance of Management,functions of management,case-study diagnosis,leadership style,medium,0.48
cq_001521_184f246905,Directing,leadership,definition-based,leadership style,easy,0.83
cq_001522_3d960ba0bc,Business Finance,financial management,case-study diagnosis,financial,medium,0.88
cq_001523_1cc25827f9,Business Finance,financial planning,case-study diagnosis,types of plans,medium,0.85
cq_001524_d2b8b2caa4,Business Finance,dividend decision,definition-based,decision,easy,0.63
cq_001525_f1396ba380,Business Finance,dividend decision,definition-based,decision,easy,0.63
cq_001526_b42a0b918d,Nature and Significance of Management,levels of management,case-study diagnosis,product mix,medium,0.29
cq_001527_bb7acb3488,Controlling,relationship with planning,definition-based,communication barriers,easy,0.35
cq_001528_2c898c3d51,Principles of Management,techniques of scientific management,principle-identification,scientific management,easy,0.92
cq_001529_fd2cd94973,Business Environment,dimensions,definition-based,financial risk,easy,0.78
cq_001530_2d919f3f3d,Business Environment,meaning and features,statement true/false,environment,medium,0.89
cq_001531_4d66d0ea56,Planning,importance,case-study diagnosis,planning,medium,0.91
cq_001532_6ce1b5ca48,Organising,organisation structure,definition-based,division of work,easy,0.85
cq_001533_5e5e048d7e,Organising,organisation structure,definition-based,formal/informal organisation,easy,0.58
cq_001534_d00c0bf10e,Staffing,recruitment,definition-based,recruitment,easy,0.56
cq_001535_8c4bbe36ba,Controlling,relationship with planning,definition-based,looking,easy,0.86
cq_001536_2db14aa09b,Controlling,control process,example-to-concept,control,easy,0.61
cq_001537_0902fc39f8,Controlling,meaning and importance,feature-identification,discipline,medium,0.64
cq_001538_fcbec3ca5f,Controlling,control process,definition-based,controlling,easy,0.43
cq_001539_a0b5ef1e1a,Business Finance,financing decision,definition-based,financial risk,easy,0.82
cq_001540_305998db15,Business Finance,investment decision,definition-based,investment,easy,0.69
cq_001541_9a84a1961f,Business Finance,investment decision,definition-based,capital structure,easy,0.86
cq_001542_d6586077be,Business Finance,financing decision,definition-based,financial risk,easy,0.63
cq_001543_d0849729f2,Consumer Protection,consumer rights,definition-based,equity,easy,0.55
cq_001544_a0db6e97a7,Staffing,recruitment,definition-based,recruitment,easy,0.51
cq_001545_f7dcfc2598,Consumer Protection,legal redressal,definition-based,financial risk,easy,0.49
cq_001546_d218bfe505,Consumer Protection,consumer rights,definition-based,consumer rights,easy,0.92
cq_001547_9aa86b1e06,Marketing,product,definition-based,marketing,easy,0.45
cq_001548_074c896999,Marketing,product,definition-based,product,easy,0.39
cq_001549_c942853767,Marketing,promotion,definition-based,promotion mix,easy,0.28
cq_001550_2cce5812e1,Marketing,product,definition-based,product mix,easy,0.84
cq_001551_8af81e4de2,Marketing,promotion,statement true/false,recruitment,easy,0.30
cq_001552_579889e7e8,Business Environment,dimensions,definition-based,communication barriers,easy,0.83
cq_001553_3699cd5d92,Planning,planning process,chronology/process order,planning,easy,0.92
cq_001554_8ca17dc9d1,Organising,meaning and process,chronology/process order,division of work,easy,0.89
cq_001555_386345863c,Staffing,meaning and importance,chronology/process order,recruitment,easy,0.61
cq_001556_0221f025b1,Staffing,staffing process,chronology/process order,training,easy,0.92
cq_001557_7900f357a8,Planning,importance,statement true/false,entrepreneur characteristics,medium,0.57
cq_001558_c38c0b46da,Business Finance,financial management,definition-based,financial,easy,0.37
cq_001559_dff3d1a012,Staffing,recruitment,definition-based,recruitment,easy,0.90
cq_001560_8af22c9313,Entrepreneurship Development,process,statement true/false,financial risk,easy,0.23
cq_001561_2a742f1ea8,Staffing,recruitment,definition-based,recruitment,easy,0.80
cq_001562_f603721195,Principles of Management,Fayol principles,match-the-following,unity of command,medium,0.59
cq_001563_a8225f7f3d,Controlling,control process,match-the-following,performance,medium,0.88
cq_001564_19a6b49738,Consumer Protection,legal redressal,match-the-following,financial risk,medium,0.48
cq_001565_1b4b11f16e,Principles of Management,techniques of scientific management,match-the-following,scientific management,medium,0.72
cq_001566_939ada6087,Marketing,marketing meaning,match-the-following,market,medium,0.29
cq_001567_37260189f3,Nature and Significance of Management,levels of management,definition-based,level,easy,0.83
cq_001568_35bf160b38,Directing,leadership,definition-based,leadership style,easy,0.53
cq_001569_9848614b8f,Nature and Significance of Management,functions of management,definition-based,management,easy,0.84
cq_001570_0a50ab66c0,Nature and Significance of Management,functions of management,statement true/false,selection,easy,0.38
cq_001571_cbbd20ca1b,Directing,communication,statement true/false,communication,easy,0.88
cq_001572_5f248baa3a,Directing,motivation,definition-based,price mix,easy,0.66
cq_001573_6f890810a7,Entrepreneurship Development,need and characteristics,definition-based,maslow hierarchy,easy,0.61
cq_001574_87b3cf1692,Directing,communication,statement true/false,formal/informal organisation,easy,0.88
cq_001575_c81a197ebf,Directing,motivation,statement true/false,communication barriers,easy,0.60
cq_001576_cb38db453f,Directing,communication,definition-based,entrepreneur characteristics,easy,0.49
cq_001577_f26b2efcc5,Consumer Protection,consumer rights,definition-based,consumer rights,easy,0.90
cq_001578_067018f9e5,Marketing,product,statement true/false,product mix,easy,0.81
cq_001579_7810db90ed,Organising,organisation structure,definition-based,division of work,easy,0.41
cq_001580_e1db15abc5,Organising,formal and informal organisation,feature-identification,formal/informal organisation,easy,0.38
cq_001581_298c70c7bd,Staffing,selection,chronology/process order,selection,easy,0.85
cq_001582_788de63786,Business Finance,financing decision,definition-based,financing,easy,0.81
cq_001583_06b9d8ad0f,Marketing,marketing management philosophies,chronology/process order,marketing,easy,0.92
cq_001584_99fcd67c38,Entrepreneurship Development,concept and functions,definition-based,entrepreneurs,easy,0.62
cq_001585_c76d568d96,Organising,delegation,definition-based,delegation,easy,0.90
cq_001586_8e73347081,Principles of Management,Taylor scientific management,principle-identification,scientific management,easy,0.46
cq_001587_7633d9ba1f,Business Finance,financing decision,definition-based,financial risk,easy,0.78
cq_001588_6ee5a3e585,Entrepreneurship Development,entrepreneurship in India,definition-based,knowledge,easy,0.61
cq_001589_abcf240b20,Organising,organisation structure,match-the-following,formal/informal organisation,medium,0.86
cq_001590_5328257eaf,Staffing,recruitment,definition-based,recruitment,easy,0.78
cq_001591_d02398d986,Marketing,marketing vs selling,chronology/process order,types of plans,easy,0.28
cq_001592_df09b2c3db,Directing,communication,match-the-following,financial risk,medium,0.21
cq_001593_06b35cf568,Principles of Management,nature of principles,feature-identification,principles,easy,0.91
cq_001594_92e68ba464,Marketing,marketing meaning,definition-based,equity,easy,0.22
cq_001595_150c4aceb7,Marketing,marketing mix,definition-based,marketing mix,easy,0.91
cq_001596_43c3aa6e4b,Nature and Significance of Management,levels of management,definition-based,management,easy,0.51
cq_001597_5c82549f43,Principles of Management,techniques of scientific management,definition-based,scientific management,easy,0.91
cq_001598_c528ed7c4e,Consumer Protection,importance,statement true/false,financial risk,easy,0.84
cq_001599_91eae6ff8b,Planning,limitations,feature-identification,entrepreneur characteristics,easy,0.80
cq_001600_b60b4f206a,Organising,meaning and process,chronology/process order,division of work,easy,0.91
cq_001601_7f1681337c,Directing,communication,match-the-following,product mix,medium,0.31
cq_001602_ce4f279e4d,Marketing,product,definition-based,product mix,easy,0.88
cq_001603_79d65729a5,Business Environment,dimensions,definition-based,financial risk,easy,0.83
cq_001604_8709a3af03,Principles of Management,nature of principles,principle-identification,principles,easy,0.63
cq_001605_d8549e0650,Consumer Protection,importance,definition-based,consumer,easy,0.60
cq_001606_36bdf14d82,Principles of Management,techniques of scientific management,match-the-following,unity of command,medium,0.79
cq_001607_76b35bd715,Planning,planning process,chronology/process order,types of plans,easy,0.90
cq_001608_7104c655a3,Business Environment,liberalisation privatisation globalisation,definition-based,types of plans,easy,0.59
cq_001609_ede6a0b23b,Business Finance,financial planning,match-the-following,capital structure,medium,0.58
cq_001610_1d40876593,Staffing,staffing process,definition-based,staffing,easy,0.65
cq_001611_c71666bad3,Business Finance,financial management,match-the-following,types of plans,medium,0.35
cq_001612_43fb50898d,Marketing,promotion,definition-based,public,easy,0.27
cq_001613_28a04e9e75,Nature and Significance of Management,meaning and objectives,match-the-following,types of plans,medium,0.34
cq_001614_0de2dc088e,Business Finance,investment decision,statement true/false,financial risk,easy,0.63
cq_001615_b7e02877fb,Principles of Management,nature of principles,case-study diagnosis,principles,easy,0.86
cq_001616_f96d04c5b7,Organising,organisation structure,definition-based,staffing,easy,0.54
cq_001617_c5101953ff,Controlling,control process,case-study diagnosis,leadership style,medium,0.50
cq_001618_db759654de,Directing,leadership,case-study diagnosis,leadership style,hard,0.85
cq_001619_a5e3f17403,Controlling,control process,case-study diagnosis,types of plans,medium,0.50
cq_001620_1fd5ecaaed,Controlling,control process,case-study diagnosis,leadership style,medium,0.43
cq_001621_d4341006e1,Controlling,control process,case-study diagnosis,leadership style,medium,0.40
cq_001622_da72d16e7f,Nature and Significance of Management,functions of management,case-study diagnosis,management,medium,0.79
cq_001623_344df6002c,Nature and Significance of Management,levels of management,case-study diagnosis,management,medium,0.83
cq_001624_1c0cd1a0f6,Controlling,control process,case-study diagnosis,performance,medium,0.88
cq_001625_3fb26fde0a,Controlling,control process,case-study diagnosis,control,medium,0.90
cq_001626_d724575775,Controlling,control process,case-study diagnosis,control,medium,0.90
cq_001627_c87e16a0df,Directing,motivation,chronology/process order,motivation,easy,0.67
cq_001628_ede3522e78,Business Environment,dimensions,match-the-following,financial risk,medium,0.76
cq_001629_4cebbf2fb7,Marketing,marketing management philosophies,case-study diagnosis,management,medium,0.37
cq_001630_17008f984b,Principles of Management,Taylor scientific management,statement true/false,scientific management,easy,0.71
